school_name,address,postal_code,mainlevel_code,postal,latitude,longtitude
NATIONAL JUNIOR COLLEGE,37 HILLCREST ROAD NATIONAL JUNIOR COLLEGE SINGAPORE 288913,288913,MIXED LEVEL,288913,1.330429928,103.80445870000001
TEMASEK JUNIOR COLLEGE,22 BEDOK SOUTH ROAD TEMASEK JUNIOR COLLEGE SINGAPORE 469278,469278,MIXED LEVEL,469278,1.318461906,103.935598
VICTORIA JUNIOR COLLEGE,20 MARINE VISTA VICTORIA JUNIOR COLLEGE SINGAPORE 449035,449035,JUNIOR COLLEGE,449035,1.305717965,103.919531
EUNOIA JUNIOR COLLEGE,53 MOUNT SINAI ROAD SINGAPORE 276880,276880,JUNIOR COLLEGE,276880,1.313522125,103.7870186
ANDERSON SERANGOON JUNIOR COLLEGE,4500 ANG MO KIO AVENUE 6 ANDERSON SERANGOON JUNIOR COLLEGE SINGAPORE 569843,569843,JUNIOR COLLEGE,569843,1.37839671,103.845886
YISHUN INNOVA JUNIOR COLLEGE,3 YISHUN RING ROAD YISHUN INNOVA JUNIOR COLLEGE SINGAPORE 768675,768675,JUNIOR COLLEGE,768675,1.424618845,103.8296344
TAMPINES MERIDIAN JUNIOR COLLEGE,21 PASIR RIS STREET 71 TAMPINES MERIDIAN JUNIOR COLLEGE SINGAPORE 518799,518799,JUNIOR COLLEGE,518799,1.376741929,103.93755329999999
JURONG PIONEER JUNIOR COLLEGE,21 TECK WHYE WALK JURONG PIONEER JUNIOR COLLEGE SINGAPORE 688258,688258,JUNIOR COLLEGE,688258,1.384609491,103.7539328
CATHOLIC JUNIOR COLLEGE,129 WHITLEY ROAD CATHOLIC JUNIOR COLLEGE SINGAPORE 297822,297822,JUNIOR COLLEGE,297822,1.324648771,103.83555140000001
ANGLO-CHINESE JUNIOR COLLEGE,25 DOVER CLOSE EAST ANGLO-CHINESE JUNIOR COLLEGE SINGAPORE 139745,139745,JUNIOR COLLEGE,139745,1.303287954,103.785263
ST. ANDREW'S JUNIOR COLLEGE,5 SORBY ADAMS DRIVE SAINT ANDREW'S JUNIOR COLLEGE SINGAPORE 357691,357691,JUNIOR COLLEGE,357691,1.332788888,103.86348129999999
NANYANG JUNIOR COLLEGE,128 SERANGOON AVENUE 3 NANYANG JUNIOR COLLEGE SINGAPORE 556111,556111,JUNIOR COLLEGE,556111,1.350283149,103.86649870000001
HWA CHONG INSTITUTION,661 BUKIT TIMAH ROAD HWA CHONG INSTITUTION (SCIENCE RESEARCH CENTRE) SINGAPORE 269734,269734,MIXED LEVEL,269734,1.325139595,103.8045131
MILLENNIA INSTITUTE,60 BUKIT BATOK WEST AVENUE 8 MILLENNIA INSTITUTE SINGAPORE 658965,658965,CENTRALISED INSTITUTE,658965,1.350319296,103.7415936
BUKIT PANJANG PRIMARY SCHOOL,109 CASHEW ROAD BUKIT PANJANG PRIMARY SCHOOL SINGAPORE 679676,679676,PRIMARY,679676,1.373472192,103.7693175
HAIG GIRLS' SCHOOL,51 KOON SENG ROAD HAIG GIRLS' SCHOOL (U/C) SINGAPORE 427072,427072,PRIMARY,427072,1.3115391140000001,103.9033936
TECK WHYE PRIMARY SCHOOL,11 TECK WHYE WALK TECK WHYE PRIMARY SCHOOL SINGAPORE 688261,688261,PRIMARY,688261,1.383558303,103.75368279999999
JURONG PRIMARY SCHOOL,320 JURONG EAST STREET 32 JURONG PRIMARY SCHOOL SINGAPORE 609476,609476,PRIMARY,609476,1.348684512,103.73297480000001
QUEENSTOWN PRIMARY SCHOOL,310 MARGARET DRIVE QUEENSTOWN CAREHUT SINGAPORE 149303,149303,PRIMARY,149303,1.29559366,103.80754859999999
RADIN MAS PRIMARY SCHOOL,1 BUKIT PURMEI AVENUE RADIN MAS PRIMARY SCHOOL SINGAPORE 099840,099840,PRIMARY,099840,1.274961612,103.82418
RAFFLES GIRLS' PRIMARY SCHOOL,21 HILLCREST ROAD RAFFLES GIRLS' PRIMARY SCHOOL SINGAPORE 289072,289072,PRIMARY,289072,1.3300739190000002,103.8062213
ROSYTH SCHOOL,21 SERANGOON NORTH AVENUE 4 ROSYTH SCHOOL SINGAPORE 555855,555855,PRIMARY,555855,1.372915796,103.87469320000001
DAMAI PRIMARY SCHOOL,52 BEDOK RESERVOIR CRESCENT DAMAI PRIMARY SCHOOL SINGAPORE 479226,479226,PRIMARY,479226,1.335351315,103.9212683
FUHUA PRIMARY SCHOOL,65 JURONG EAST STREET 13 FUHUA PRIMARY SCHOOL SINGAPORE 609647,609647,PRIMARY,609647,1.336403763,103.73666949999999
WOODLANDS PRIMARY SCHOOL,10 WOODLANDS DRIVE 50 WOODLANDS PRIMARY SCHOOL SINGAPORE 738853,738853,PRIMARY,738853,1.436746383,103.79177170000001
EUNOS PRIMARY SCHOOL,95 JALAN EUNOS EUNOS CAREHUT SINGAPORE 419529,419529,PRIMARY,419529,1.324388363,103.9043748
HENRY PARK PRIMARY SCHOOL,1 HOLLAND GROVE ROAD HENRY PARK PRIMARY SCHOOL SINGAPORE 278790,278790,PRIMARY,278790,1.316725811,103.7842083
BENDEMEER PRIMARY SCHOOL,91 BENDEMEER ROAD BENDEMEER PRIMARY SCHOOL SINGAPORE 339948,339948,PRIMARY,339948,1.322208475,103.86535129999999
CORPORATION PRIMARY SCHOOL,31 JURONG WEST STREET 24 CORPORATION PRIMARY SCHOOL SINGAPORE 648347,648347,PRIMARY,648347,1.35148549,103.70757840000002
YIO CHU KANG PRIMARY SCHOOL,1 HOUGANG STREET 51 YIO CHU KANG PRIMARY SCHOOL SINGAPORE 538720,538720,PRIMARY,538720,1.3778227090000001,103.88556870000001
BLANGAH RISE PRIMARY SCHOOL,91 TELOK BLANGAH HEIGHTS PCF SPARKLETOTS KCARE CENTRE@BLANGAH RISE SINGAPORE 109100,109100,PRIMARY,109100,1.276120344,103.8086284
ANG MO KIO PRIMARY SCHOOL,20 ANG MO KIO AVENUE 3 ANG MO KIO PRIMARY SCHOOL SINGAPORE 569920,569920,PRIMARY,569920,1.369092065,103.83904140000001
MAYFLOWER PRIMARY SCHOOL,200 ANG MO KIO AVENUE 5 MAYFLOWER PRIMARY SCHOOL (U/C) SINGAPORE 569878,569878,PRIMARY,569878,1.376398737,103.8431658
TECK GHEE PRIMARY SCHOOL,1 ANG MO KIO STREET 32 TECK GHEE PRIMARY SCHOOL SINGAPORE 569299,569299,PRIMARY,569299,1.365200631,103.8510322
TEMASEK PRIMARY SCHOOL,501 BEDOK SOUTH AVENUE 3 NASCANS @ TEMASEK SINGAPORE 469300,469300,PRIMARY,469300,1.3177067820000001,103.9455907
SI LING PRIMARY SCHOOL,61 WOODLANDS AVENUE 1 SI LING PRIMARY SCHOOL SINGAPORE 739067,739067,PRIMARY,739067,1.4326998659999999,103.78577879999999
JING SHAN PRIMARY SCHOOL,5 ANG MO KIO STREET 52 JING SHAN PRIMARY SCHOOL SINGAPORE 569228,569228,PRIMARY,569228,1.3718926759999999,103.85181109999999
YISHUN PRIMARY SCHOOL,500 YISHUN RING ROAD YISHUN PRIMARY SCHOOL SINGAPORE 768679,768679,PRIMARY,768679,1.433496399,103.83402740000001
STAMFORD PRIMARY SCHOOL,1 VICTORIA LANE STAMFORD CAREHUT SINGAPORE 198423,198423,PRIMARY,198423,1.3038595990000001,103.8569551
FERNVALE PRIMARY SCHOOL,1 FERNVALE LANE PRO-TEACH SCHOOLCARE (FERNVALE) SINGAPORE 797701,797701,PRIMARY,797701,1.389979399,103.874101
TOWNSVILLE PRIMARY SCHOOL,3 ANG MO KIO AVENUE 10 TOWNSVILLE PRIMARY SCHOOL SINGAPORE 569730,569730,PRIMARY,569730,1.3603626340000001,103.8541855
RULANG PRIMARY SCHOOL,6 JURONG WEST STREET 52 YMCA SCC @ RULANG SINGAPORE 649295,649295,PRIMARY,649295,1.3471895319999998,103.71878609999999
QIFA PRIMARY SCHOOL,50 WEST COAST AVENUE QIFA PRIMARY SCHOOL SINGAPORE 128104,128104,PRIMARY,128104,1.312621542,103.75703
ZHANGDE PRIMARY SCHOOL,51 JALAN MEMBINA ZHANGDE PRIMARY SCHOOL SINGAPORE 169485,169485,PRIMARY,169485,1.28449822,103.826149
TAMPINES PRIMARY SCHOOL,250 TAMPINES STREET 12 TAMPINES PRIMARY SCHOOL SINGAPORE 529426,529426,PRIMARY,529426,1.3504863980000001,103.9435731
CHONGZHENG PRIMARY SCHOOL,1 TAMPINES STREET 21 CHONGZHENG PRIMARY SCHOOL SINGAPORE 529392,529392,PRIMARY,529392,1.350594769,103.9512252
XINGHUA PRIMARY SCHOOL,45 HOUGANG AVENUE 1 XINGHUA PRIMARY SCHOOL SINGAPORE 538882,538882,PRIMARY,538882,1.357996547,103.89021640000001
JIEMIN PRIMARY SCHOOL,2 YISHUN STREET 71 JIEMIN PRIMARY SCHOOL SINGAPORE 768515,768515,PRIMARY,768515,1.4276468519999999,103.8304804
FUCHUN PRIMARY SCHOOL,23 WOODLANDS AVENUE 1 FUCHUN PRIMARY SCHOOL SINGAPORE 739063,739063,PRIMARY,739063,1.430639768,103.77817519999999
BUKIT VIEW PRIMARY SCHOOL,18 BUKIT BATOK STREET 21 BUKIT VIEW PRIMARY SCHOOL SINGAPORE 659634,659634,PRIMARY,659634,1.3459452459999999,103.75358879999999
CEDAR PRIMARY SCHOOL,15 CEDAR AVENUE CEDAR PRIMARY SCHOOL SINGAPORE 349700,349700,PRIMARY,349700,1.3356412229999999,103.8754913
OPERA ESTATE PRIMARY SCHOOL,48 FIDELIO STREET OPERA ESTATE PRIMARY SCHOOL SINGAPORE 458436,458436,PRIMARY,458436,1.319968755,103.9237527
RIVER VALLEY PRIMARY SCHOOL,2 RIVER VALLEY GREEN RIVER VALLEY PRIMARY SCHOOL SINGAPORE 237993,237993,PRIMARY,237993,1.294183475,103.8360189
TELOK KURAU PRIMARY SCHOOL,50 BEDOK RESERVOIR ROAD KOWABUNGA KIDZ TREEHOUSE @ TELOK KURAU PRIMARY SINGAPORE 479239,479239,PRIMARY,479239,1.331045863,103.910934
YUMIN PRIMARY SCHOOL,3 TAMPINES STREET 21 YUMIN PRIMARY SCHOOL SINGAPORE 529393,529393,PRIMARY,529393,1.3514596030000001,103.9507161
SHUQUN PRIMARY SCHOOL,8 JURONG WEST STREET 51 NASCANS @ SHUQUN SINGAPORE 649332,649332,PRIMARY,649332,1.3476531040000002,103.7215237
GAN ENG SENG PRIMARY SCHOOL,100 REDHILL CLOSE GAN ENG SENG PRIMARY SCHOOL SINGAPORE 158901,158901,PRIMARY,158901,1.285955393,103.8152282
GONGSHANG PRIMARY SCHOOL,1 TAMPINES STREET 42 GONGSHANG PRIMARY SCHOOL SINGAPORE 529176,529176,PRIMARY,529176,1.357348982,103.9488719
HUAMIN PRIMARY SCHOOL,530 YISHUN RING ROAD SINGAPORE 768680,768680,PRIMARY,768680,1.42731881,103.84486340000001
XISHAN PRIMARY SCHOOL,8 YISHUN STREET 21 XISHAN PRIMARY SCHOOL SINGAPORE 768611,768611,PRIMARY,768611,1.433501455,103.83828929999999
PRINCESS ELIZABETH PRIMARY SCHOOL,30 BUKIT BATOK WEST AVENUE 3 PRINCESS ELIZABETH PRIMARY SCHOOL SINGAPORE 659163,659163,PRIMARY,659163,1.349194518,103.7409996
DAZHONG PRIMARY SCHOOL,35 BUKIT BATOK STREET 31 MOE KINDERGARTEN @ DAZHONG SINGAPORE 659441,659441,PRIMARY,659441,1.359101577,103.7481587
BEDOK GREEN PRIMARY SCHOOL,1 BEDOK SOUTH AVENUE 2 BEDOK GREEN PRIMARY SCHOOL SINGAPORE 469317,469317,PRIMARY,469317,1.323996276,103.93774499999999
LIANHUA PRIMARY SCHOOL,2 BUKIT BATOK STREET 52 LIANHUA PRIMARY SCHOOL SINGAPORE 659243,659243,PRIMARY,659243,1.3541550690000002,103.7542104
ZHONGHUA PRIMARY SCHOOL,12 SERANGOON AVENUE 4 ZHONGHUA PRIMARY SCHOOL SINGAPORE 556095,556095,PRIMARY,556095,1.360166735,103.8696959
PEIYING PRIMARY SCHOOL,651 YISHUN RING ROAD PEIYING PRIMARY SCHOOL SINGAPORE 768687,768687,PRIMARY,768687,1.417408192,103.8302995
KEMING PRIMARY SCHOOL,90 BUKIT BATOK EAST AVENUE 6 KEMING PRIMARY SCHOOL SINGAPORE 659762,659762,PRIMARY,659762,1.3452450530000002,103.7562645
CHANGKAT PRIMARY SCHOOL,11 SIMEI STREET 3 CHANGKAT PRIMARY SCHOOL SINGAPORE 529896,529896,PRIMARY,529896,1.340208008,103.95218340000001
ZHENGHUA PRIMARY SCHOOL,9 FAJAR ROAD ZHENGHUA PRIMARY SCHOOL SINGAPORE 679002,679002,PRIMARY,679002,1.3798023609999999,103.7691708
SOUTH VIEW PRIMARY SCHOOL,6 CHOA CHU KANG CENTRAL SOUTH VIEW PRIMARY SCHOOL SINGAPORE 689762,689762,PRIMARY,689762,1.381766725,103.74728979999999
PASIR RIS PRIMARY SCHOOL,5 PASIR RIS STREET 21 COMMIT LEARNING SCHOOLHOUSE @ PASIR RIS PRIMARY SINGAPORE 518968,518968,PRIMARY,518968,1.3724513269999998,103.96292270000001
CHUA CHU KANG PRIMARY SCHOOL,20 CHOA CHU KANG AVENUE 2 CHUA CHU KANG PRIMARY SCHOOL SINGAPORE 689905,689905,PRIMARY,689905,1.377743283,103.7418605
GREENRIDGE PRIMARY SCHOOL,11 JELAPANG ROAD GREENRIDGE PRIMARY SCHOOL SINGAPORE 677744,677744,PRIMARY,677744,1.3858737540000001,103.7678146
FARRER PARK PRIMARY SCHOOL,2 FARRER PARK ROAD FARRER PARK PRIMARY SCHOOL SINGAPORE 217567,217567,PRIMARY,217567,1.312504162,103.8509027
BUKIT TIMAH PRIMARY SCHOOL,111 LORONG KISMIS BUKIT TIMAH PRIMARY SCHOOL SINGAPORE 598112,598112,PRIMARY,598112,1.337749867,103.76685529999999
LAKESIDE PRIMARY SCHOOL,161 CORPORATION WALK WHEE!CANOPUS STUDENT CARE @ LAKESIDE PRIMARY SCHOOL SINGAPORE 618310,618310,PRIMARY,618310,1.338375696,103.7180969
BEACON PRIMARY SCHOOL,36 BUKIT PANJANG RING ROAD BEACON PRIMARY SCHOOL SINGAPORE 679944,679944,PRIMARY,679944,1.3842366769999999,103.77375440000002
INNOVA PRIMARY SCHOOL,80 WOODLANDS DRIVE 17 INNOVA PRIMARY SCHOOL SINGAPORE 737888,737888,PRIMARY,737888,1.429184592,103.7905571
GREENDALE PRIMARY SCHOOL,50 EDGEDALE PLAINS GREENDALE PRIMARY SCHOOL SINGAPORE 828848,828848,PRIMARY,828848,1.396402656,103.912566
ENDEAVOUR PRIMARY SCHOOL,10 ADMIRALTY LINK ENDEAVOUR PRIMARY SCHOOL SINGAPORE 757521,757521,PRIMARY,757521,1.45417629,103.81742729999999
NORTH VISTA PRIMARY SCHOOL,20 COMPASSVALE LINK NORTH VISTA PRIMARY SCHOOL SINGAPORE 544974,544974,PRIMARY,544974,1.382893394,103.8958542
ANCHOR GREEN PRIMARY SCHOOL,31 ANCHORVALE DRIVE ANCHOR GREEN PRIMARY SCHOOL SINGAPORE 544969,544969,PRIMARY,544969,1.390662478,103.8872561
HORIZON PRIMARY SCHOOL,61 EDGEDALE PLAINS HORIZON PRIMARY SCHOOL SINGAPORE 828819,828819,PRIMARY,828819,1.400008815,103.9130715
CANTONMENT PRIMARY SCHOOL,1 CANTONMENT CLOSE CANTONMENT PRIMARY SCHOOL SINGAPORE 088256,088256,PRIMARY,088256,1.275505441,103.8399227
FRONTIER PRIMARY SCHOOL,20 JURONG WEST STREET 61 LEARNING LEAP PTE LTD (FRONTIER PRIMARY SCHOOL) SINGAPORE 648200,648200,PRIMARY,648200,1.336643112,103.6996828
WESTWOOD PRIMARY SCHOOL,1 JURONG WEST STREET 73 WESTWOOD PRIMARY SCHOOL SINGAPORE 649188,649188,PRIMARY,649188,1.3471546319999999,103.7005267
PUNGGOL GREEN PRIMARY SCHOOL,98 PUNGGOL WALK PUNGGOL GREEN PRIMARY SCHOOL SINGAPORE 828772,828772,PRIMARY,828772,1.4018048730000001,103.89877290000001
PUNGGOL VIEW PRIMARY SCHOOL,9 PUNGGOL PLACE PCF SPARKLETOTS KCARE CENTRE@PUNGGOL VIEW SINGAPORE 828845,828845,PRIMARY,828845,1.405145826,103.9051564
SENGKANG GREEN PRIMARY SCHOOL,15 FERNVALE ROAD MOE KINDERGARTEN @ SENGKANG GREEN SINGAPORE 797636,797636,PRIMARY,797636,1.392540093,103.8749849
SPRINGDALE PRIMARY SCHOOL,71 ANCHORVALE LINK MOE KINDERGARTEN @ SPRINGDALE SINGAPORE 544799,544799,PRIMARY,544799,1.394754077,103.8896116
PALM VIEW PRIMARY SCHOOL,150 COMPASSVALE BOW PRO-TEACH SCHOOLCARE (PALM VIEW) SINGAPORE 544822,544822,PRIMARY,544822,1.383840756,103.8912151
RIVERSIDE PRIMARY SCHOOL,110 WOODLANDS CRESCENT MOE KINDERGARTEN @ RIVERSIDE SINGAPORE 737803,737803,PRIMARY,737803,1.4470473430000002,103.80183199999999
WEST SPRING PRIMARY SCHOOL,60 BUKIT PANJANG RING ROAD MOE KINDERGARTEN @ WEST SPRING SINGAPORE 679946,679946,PRIMARY,679946,1.3894341430000001,103.7661934
ALEXANDRA PRIMARY SCHOOL,2A PRINCE CHARLES CRESCENT ALEXANDRA PRIMARY SCHOOL SINGAPORE 159016,159016,PRIMARY,159016,1.291299035,103.82394079999999
NORTHOAKS PRIMARY SCHOOL,61 SEMBAWANG DRIVE NORTHOAKS PRIMARY SCHOOL SINGAPORE 757622,757622,PRIMARY,757622,1.456666873,103.81361
ANGSANA PRIMARY SCHOOL,3 TAMPINES STREET 22 LEARNING LEAP PTE LTD [ANGSANA PRIMARY SCHOOL] SINGAPORE 529366,529366,PRIMARY,529366,1.348465689,103.9515771
PUNGGOL COVE PRIMARY SCHOOL,52 SUMANG WALK PUNGGOL COVE PRIMARY SCHOOL SINGAPORE 828674,828674,PRIMARY,828674,1.411563565,103.8989704
OASIS PRIMARY SCHOOL,71 EDGEFIELD PLAINS OASIS PRIMARY SCHOOL SINGAPORE 828716,828716,PRIMARY,828716,1.40440927,103.9109964
WATERWAY PRIMARY SCHOOL,70 PUNGGOL DRIVE WATERWAY PRIMARY SCHOOL SINGAPORE 828802,828802,PRIMARY,828802,1.39915421,103.9186708
FERN GREEN PRIMARY SCHOOL,70 FERNVALE LINK FERN GREEN PRIMARY SCHOOL SINGAPORE 797538,797538,PRIMARY,797538,1.397620783,103.88021009999999
FIRST TOA PAYOH PRIMARY SCHOOL,7 LORONG 8 TOA PAYOH NASCANS FIRST TOA PAYOH STUDENT CARE CENTRE SINGAPORE 319252,319252,PRIMARY,319252,1.340322987,103.85552990000001
NEW TOWN PRIMARY SCHOOL,300 TANGLIN HALT ROAD NEW TOWN CAREHUT SINGAPORE 148812,148812,PRIMARY,148812,1.299811389,103.7999648
BOON LAY GARDEN PRIMARY SCHOOL,20 BOON LAY DRIVE BOON LAY GARDEN PRIMARY SCHOOL SINGAPORE 649930,649930,PRIMARY,649930,1.3428467080000002,103.712969
MARSILING PRIMARY SCHOOL,31 WOODLANDS CENTRE ROAD MARSILING PRIMARY SCHOOL SINGAPORE 738927,738927,PRIMARY,738927,1.434423117,103.77369770000001
PEI TONG PRIMARY SCHOOL,15 CLEMENTI AVENUE 5 PEI TONG PRIMARY SCHOOL SINGAPORE 129857,129857,PRIMARY,129857,1.316148017,103.76757629999999
YUHUA PRIMARY SCHOOL,158 JURONG EAST STREET 24 YUHUA PRIMARY SCHOOL SINGAPORE 609558,609558,PRIMARY,609558,1.3429198180000002,103.74086109999999
FENGSHAN PRIMARY SCHOOL,307 BEDOK NORTH ROAD FENGSHAN PRIMARY SCHOOL SINGAPORE 469680,469680,PRIMARY,469680,1.330324955,103.9318854
YU NENG PRIMARY SCHOOL,56 BEDOK NORTH STREET 3 YU NENG PRIMARY SCHOOL SINGAPORE 469623,469623,PRIMARY,469623,1.3339038090000002,103.9320341
XINMIN PRIMARY SCHOOL,9 HOUGANG AVENUE 8 XINMIN PRIMARY SCHOOL SINGAPORE 538784,538784,PRIMARY,538784,1.371414726,103.88303909999999
YANGZHENG PRIMARY SCHOOL,15 SERANGOON AVENUE 3 BIG HEART STUDENT CARE @ YANGZHENG SINGAPORE 556108,556108,PRIMARY,556108,1.3489768080000002,103.8684671
JUYING PRIMARY SCHOOL,31 JURONG WEST STREET 91 JUYING PRIMARY SCHOOL SINGAPORE 649037,649037,PRIMARY,649037,1.338951451,103.68783309999999
JUNYUAN PRIMARY SCHOOL,2 TAMPINES STREET 91 JUNYUAN PRIMARY SCHOOL SINGAPORE 528906,528906,PRIMARY,528906,1.347891544,103.9396469
NORTHLAND PRIMARY SCHOOL,15 YISHUN AVENUE 4 NASCANS NORTHLAND STUDENT CARE CENTRE SINGAPORE 769026,769026,PRIMARY,769026,1.4213040419999998,103.8407929
NAVAL BASE PRIMARY SCHOOL,7 YISHUN AVENUE 4 NAVAL BASE PRIMARY SCHOOL SINGAPORE 769028,769028,PRIMARY,769028,1.4162801530000002,103.8387977
XINGNAN PRIMARY SCHOOL,5 JURONG WEST STREET 91 SHG STUDENT CARE (XINGNAN PRIMARY SCHOOL) SINGAPORE 649036,649036,PRIMARY,649036,1.34268487,103.687724
