school_name,address,postal_code,mainlevel_code,postal,latitude,longtitude
CHANGKAT CHANGI SECONDARY SCHOOL,23 SIMEI STREET 3 CHANGKAT CHANGI SECONDARY SCHOOL SINGAPORE 529894,529894,SECONDARY,529894,1.34036114,103.9527251
TECK WHYE SECONDARY SCHOOL,31 TECK WHYE CRESCENT TECK WHYE SECONDARY SCHOOL SINGAPORE 688848,688848,SECONDARY,688848,1.383348181,103.7551824
DUNEARN SECONDARY SCHOOL,21 BUKIT BATOK WEST AVENUE 2 DUNEARN SECONDARY SCHOOL SINGAPORE 659204,659204,SECONDARY,659204,1.363638093,103.7450033
NEW TOWN SECONDARY SCHOOL,1020 DOVER ROAD NEW TOWN SECONDARY SCHOOL SINGAPORE 139657,139657,SECONDARY,139657,1.309986316,103.77324899999999
QUEENSTOWN SECONDARY SCHOOL,1 STRATHMORE ROAD QUEENSTOWN SECONDARY SCHOOL SINGAPORE 148800,148800,SECONDARY,148800,1.2935332940000002,103.8131755
SERANGOON GARDEN SECONDARY SCHOOL,21 SERANGOON NORTH AVENUE 1 SERANGOON GARDEN SECONDARY SCHOOL SINGAPORE 555889,555889,SECONDARY,555889,1.3698904840000001,103.8691497
TANGLIN SECONDARY SCHOOL,301 WEST COAST ROAD TANGLIN SECONDARY SCHOOL SINGAPORE 127391,127391,SECONDARY,127391,1.3097734779999999,103.75821540000001
TANJONG KATONG SECONDARY SCHOOL,130 HAIG ROAD TANJONG KATONG SECONDARY SCHOOL SINGAPORE 438796,438796,SECONDARY,438796,1.3085833740000001,103.89733009999999
WOODLANDS RING SECONDARY SCHOOL,10 WOODLANDS RING ROAD WOODLANDS RING SECONDARY SCHOOL SINGAPORE 738239,738239,SECONDARY,738239,1.4361136780000001,103.80052049999999
ORCHID PARK SECONDARY SCHOOL,10 YISHUN STREET 81 ORCHID PARK SECONDARY SCHOOL SINGAPORE 768454,768454,SECONDARY,768454,1.4148881869999999,103.8383349
SEMBAWANG SECONDARY SCHOOL,30 SEMBAWANG CRESCENT SEMBAWANG SECONDARY SCHOOL SINGAPORE 757704,757704,SECONDARY,757704,1.4453150209999999,103.8168433
SENG KANG SECONDARY SCHOOL,10 COMPASSVALE LANE SENG KANG SECONDARY SCHOOL SINGAPORE 545090,545090,SECONDARY,545090,1.38609933,103.89839309999999
JUNYUAN SECONDARY SCHOOL,11 TAMPINES STREET 84 JUNYUAN SECONDARY SCHOOL SINGAPORE 528933,528933,SECONDARY,528933,1.3533412409999999,103.93341140000001
EAST SPRING SECONDARY SCHOOL,30 TAMPINES STREET 34 EAST SPRING SECONDARY SCHOOL SINGAPORE 529231,529231,SECONDARY,529231,1.3567583,103.9611048
UNITY SECONDARY SCHOOL,20 CHOA CHU KANG STREET 62 UNITY SECONDARY SCHOOL SINGAPORE 689143,689143,SECONDARY,689143,1.3996424680000001,103.7460361
NORTHBROOKS SECONDARY SCHOOL,585 YISHUN RING ROAD NORTHBROOKS SECONDARY SCHOOL SINGAPORE 768692,768692,SECONDARY,768692,1.420881025,103.8450603
PASIR RIS CREST SECONDARY SCHOOL,11 PASIR RIS STREET 41 PASIR RIS CREST SECONDARY SCHOOL SINGAPORE 518934,518934,SECONDARY,518934,1.3723439080000002,103.95936259999999
FUHUA SECONDARY SCHOOL,5 JURONG WEST STREET 41 FUHUA SECONDARY SCHOOL SINGAPORE 649410,649410,SECONDARY,649410,1.3468798969999998,103.7267597
MARSILING SECONDARY SCHOOL,12 MARSILING ROAD MARSILING SECONDARY SCHOOL SINGAPORE 739110,739110,SECONDARY,739110,1.4366442480000001,103.77600809999998
WOODGROVE SECONDARY SCHOOL,3 WOODLANDS AVENUE 6 WOODGROVE SECONDARY SCHOOL SINGAPORE 738990,738990,SECONDARY,738990,1.428628315,103.796304
ZHENGHUA SECONDARY SCHOOL,91 SENJA ROAD ZHENGHUA SECONDARY SCHOOL SINGAPORE 677741,677741,SECONDARY,677741,1.388197023,103.76525229999999
REGENT SECONDARY SCHOOL,50 CHOA CHU KANG NORTH 5 REGENT SECONDARY SCHOOL SINGAPORE 689621,689621,SECONDARY,689621,1.393094082,103.7506856
KENT RIDGE SECONDARY SCHOOL,147 WEST COAST ROAD KENT RIDGE SECONDARY SCHOOL SINGAPORE 127368,127368,SECONDARY,127368,1.301352887,103.7649275
WESTWOOD SECONDARY SCHOOL,11 JURONG WEST STREET 25 WESTWOOD SECONDARY SCHOOL SINGAPORE 648350,648350,SECONDARY,648350,1.353526135,103.7016043
CANBERRA SECONDARY SCHOOL,51 SEMBAWANG DRIVE CANBERRA SECONDARY SCHOOL SINGAPORE 757699,757699,SECONDARY,757699,1.453279711,103.8144707
COMPASSVALE SECONDARY SCHOOL,51 COMPASSVALE CRESCENT COMPASSVALE SECONDARY SCHOOL SINGAPORE 545083,545083,SECONDARY,545083,1.396217575,103.8998722
EVERGREEN SECONDARY SCHOOL,11 WOODLANDS STREET 83 EVERGREEN SECONDARY SCHOOL SINGAPORE 738489,738489,SECONDARY,738489,1.4412208380000002,103.79377149999999
ANGLO-CHINESE SCHOOL (JUNIOR),16 WINSTEDT ROAD ANGLO-CHINESE SCHOOL (JUNIOR) SINGAPORE 227988,227988,PRIMARY,227988,1.309321297,103.8406435
CHIJ PRIMARY (TOA PAYOH),628 LORONG 1 TOA PAYOH CHIJ PRIMARY (TOA PAYOH) SINGAPORE 319765,319765,PRIMARY,319765,1.332818153,103.8419184
CHIJ (KELLOCK),121 QUEENSWAY SINGAPORE 149059,149059,PRIMARY,149059,1.302050821,103.80026459999999
CHIJ OUR LADY OF THE NATIVITY,1257 UPPER SERANGOON ROAD CHIJ OUR LADY OF THE NATIVITY SINGAPORE 534793,534793,PRIMARY,534793,1.373174017,103.89765940000001
DE LA SALLE SCHOOL,11 CHOA CHU KANG STREET 52 DE LA SALLE SCHOOL SINGAPORE 689285,689285,PRIMARY,689285,1.395071916,103.74344359999999
ST. ANDREW'S JUNIOR SCHOOL,2 FRANCIS THOMAS DRIVE SAINT ANDREW'S JUNIOR SCHOOL SINGAPORE 359337,359337,PRIMARY,359337,1.331389131,103.86512890000002
ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,1602 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN PRIMARY SCHOOL SINGAPORE 469701,469701,PRIMARY,469701,1.334806855,103.9412089
ST. GABRIEL'S PRIMARY SCHOOL,220 LORONG CHUAN SAINT GABRIEL'S PRIMARY SCHOOL SINGAPORE 556742,556742,PRIMARY,556742,1.349246034,103.862332
ST. MARGARET'S PRIMARY SCHOOL,99 WILKIE ROAD CHAPEL OF CHRIST THE KING SINGAPORE 228091,228091,PRIMARY,228091,1.304144074,103.8458203
ST. JOSEPH'S INSTITUTION JUNIOR,3 ESSEX ROAD SAINT JOSEPH'S INSTITUTION JUNIOR SINGAPORE 309331,309331,PRIMARY,309331,1.317702253,103.84567009999999
ST. STEPHEN'S SCHOOL,20 SIGLAP VIEW SAINT STEPHEN'S SCHOOL SINGAPORE 455789,455789,PRIMARY,455789,1.318816206,103.91752609999999
CHIJ OUR LADY OF GOOD COUNSEL,2C BURGHLEY DRIVE CHIJ OUR LADY OF GOOD COUNSEL SINGAPORE 558979,558979,PRIMARY,558979,1.357951427,103.8642502
MONTFORT JUNIOR SCHOOL,52 HOUGANG AVENUE 8 MONTFORT JUNIOR SCHOOL SINGAPORE 538786,538786,PRIMARY,538786,1.373937639,103.8896908
CHIJ OUR LADY QUEEN OF PEACE,4 CHESTNUT DRIVE CHIJ OUR LADY QUEEN OF PEACE SINGAPORE 679287,679287,PRIMARY,679287,1.366758014,103.7676948
FAIRFIELD METHODIST SCHOOL (PRIMARY),100 DOVER ROAD FAIRFIELD METHODIST SCHOOL (PRIMARY) SINGAPORE 139648,139648,PRIMARY,139648,1.300798691,103.7856922
GEYLANG METHODIST SCHOOL (PRIMARY),4 GEYLANG EAST CENTRAL CHRISTALITE METHODIST CHAPEL SINGAPORE 389706,389706,PRIMARY,389706,1.318144168,103.8836285
KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL,8 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL (U/C) SINGAPORE 579793,579793,PRIMARY,579793,1.3491145740000001,103.85444770000001
ST. HILDA'S PRIMARY SCHOOL,2 TAMPINES AVENUE 3 SAINT HILDA'S PRIMARY SCHOOL (U/C) SINGAPORE 529706,529706,PRIMARY,529706,1.349349944,103.93792049999999
SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,60 DUNEARN ROAD SINGAPORE 309434,309434,PRIMARY,309434,1.320394162,103.8299478
METHODIST GIRLS' SCHOOL (PRIMARY),11 BLACKMORE DRIVE METHODIST GIRLS' SCHOOL SINGAPORE 599986,599986,PRIMARY,599986,1.33286306,103.78336340000001
NAN CHIAU PRIMARY SCHOOL,50 ANCHORVALE LINK NASCANS NAN CHIAU SCC SINGAPORE 545080,545080,PRIMARY,545080,1.392064681,103.890925
CANOSSA CATHOLIC PRIMARY SCHOOL,1 SALLIM ROAD CANOSSIAN SCHOOL SINGAPORE 387621,387621,PRIMARY,387621,1.326853515,103.88100209999999
KONG HWA SCHOOL,350 GUILLEMARD ROAD KONG HWA SCHOOL SINGAPORE 399772,399772,PRIMARY,399772,1.311114219,103.88820940000001
MEE TOH SCHOOL,21 EDGEDALE PLAINS MEE TOH SCHOOL SINGAPORE 828867,828867,PRIMARY,828867,1.394853563,103.90857259999999
NGEE ANN PRIMARY SCHOOL,344 MARINE TERRACE NASCANS NGEE ANN SCC SINGAPORE 449149,449149,PRIMARY,449149,1.305525067,103.917463
RED SWASTIKA SCHOOL,350 BEDOK NORTH AVENUE 3 RED SWASTIKA SCHOOL SINGAPORE 469719,469719,PRIMARY,469719,1.33349383,103.93437490000001
TAO NAN SCHOOL,49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761,449761,PRIMARY,449761,1.3046315290000001,103.9112042
NANYANG PRIMARY SCHOOL,52 KING'S ROAD LEARNING BLISS @ NANYANG PRIMARY SINGAPORE 268097,268097,PRIMARY,268097,1.321070942,103.8076819
ST. ANTHONY'S PRIMARY SCHOOL,30 BUKIT BATOK STREET 32 SAINT ANTHONY'S PRIMARY SCHOOL SINGAPORE 659401,659401,PRIMARY,659401,1.364639125,103.74929399999999
MAHA BODHI SCHOOL,10 UBI AVENUE 1 AFTER SCHOOL @ MAHA BODHI SCHOOL SINGAPORE 408931,408931,PRIMARY,408931,1.328580239,103.90130690000001
PEI CHUN PUBLIC SCHOOL,580 TOA PAYOH EAST SINGAPORE 319133,319133,PRIMARY,319133,1.3327408809999999,103.8586287
POI CHING SCHOOL,21 TAMPINES STREET 71 POI CHING SCHOOL SINGAPORE 529067,529067,PRIMARY,529067,1.358087001,103.93535250000001
KHENG CHENG SCHOOL,15 LORONG 3 TOA PAYOH KHENG CHENG SCHOOL SINGAPORE 319580,319580,PRIMARY,319580,1.337407636,103.84776109999999
NAN HUA PRIMARY SCHOOL,170 WEST COAST ROAD SINGAPORE 127443,127443,PRIMARY,127443,1.306142317,103.76517259999999
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,7 PEI WAH AVENUE PEI HWA PRESBYTERIAN PRIMARY SCHOOL SINGAPORE 597610,597610,PRIMARY,597610,1.338055078,103.77610820000001
AI TONG SCHOOL,100 BRIGHT HILL DRIVE PRO-TEACH SCHOOLCARE (AI TONG) SINGAPORE 579646,579646,PRIMARY,579646,1.36058343,103.8330203
HONG WEN SCHOOL,30 TOWNER ROAD HONG WEN SCHOOL SINGAPORE 327829,327829,PRIMARY,327829,1.321689285,103.8576518
HOLY INNOCENTS' PRIMARY SCHOOL,5 LORONG LOW KOON HOLY INNOCENTS' PRIMARY SCHOOL SINGAPORE 536451,536451,PRIMARY,536451,1.366737841,103.89368409999999
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),298 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY) SINGAPORE 536741,536741,PRIMARY,536741,1.349841864,103.88497840000001
CHONGFU SCHOOL,170 YISHUN AVENUE 6 CHONGFU SCHOOL SINGAPORE 768959,768959,PRIMARY,768959,1.438462312,103.83907070000001
CHIJ (KATONG) PRIMARY,17 MARTIA ROAD CHIJ (KATONG) PRIMARY SINGAPORE 424821,424821,PRIMARY,424821,1.3065268620000001,103.9109216
ANGLO-CHINESE SCHOOL (PRIMARY),50 BARKER ROAD ANGLO-CHINESE SCHOOL (PRIMARY) SINGAPORE 309918,309918,PRIMARY,309918,1.318718599,103.8353452
ANGLO-CHINESE SCHOOL (INDEPENDENT),121 DOVER ROAD SHALOM BAPTIST CHURCH SINGAPORE 139650,139650,MIXED LEVEL,139650,1.30349131,103.7798311
ASSUMPTION ENGLISH SCHOOL,622 UPPER BUKIT TIMAH ROAD BOYS' TOWN SINGAPORE SINGAPORE 678117,678117,SECONDARY,678117,1.369162953,103.7679375
CHIJ SECONDARY (TOA PAYOH),626 LORONG 1 TOA PAYOH CHIJ SECONDARY (TOA PAYOH) SINGAPORE 319764,319764,SECONDARY,319764,1.33246213,103.84271940000001
GEYLANG METHODIST SCHOOL (SECONDARY),2 GEYLANG EAST CENTRAL GEYLANG METHODIST SCHOOL (SECONDARY) SINGAPORE 389705,389705,SECONDARY,389705,1.317658971,103.8825037
CHIJ KATONG CONVENT,346 MARINE TERRACE CHIJ KATONG CONVENT SINGAPORE 449150,449150,SECONDARY,449150,1.3065972240000001,103.9177542
MONTFORT SECONDARY SCHOOL,50 HOUGANG AVENUE 8 MONTFORT SECONDARY SCHOOL SINGAPORE 538785,538785,SECONDARY,538785,1.3739506780000001,103.8888598
SINGAPORE CHINESE GIRLS' SCHOOL,190 DUNEARN ROAD SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL SINGAPORE 309437,309437,SECONDARY,309437,1.321252314,103.82770909999999
ST. ANDREW'S SECONDARY SCHOOL,15 FRANCIS THOMAS DRIVE SAINT ANDREW'S SECONDARY SCHOOL SINGAPORE 359342,359342,SECONDARY,359342,1.3309902740000001,103.86594609999999
ST. ANTHONY'S CANOSSIAN SECONDARY SCHOOL,1600 BEDOK NORTH AVENUE 4 SAINT ANTHONY'S CANOSSIAN SECONDARY SCHOOL SINGAPORE 469700,469700,SECONDARY,469700,1.334961214,103.9416688
ST. GABRIEL'S SECONDARY SCHOOL,24 SERANGOON AVENUE 1 SAINT GABRIEL'S SECONDARY SCHOOL SINGAPORE 556140,556140,SECONDARY,556140,1.346644168,103.87573420000001
CHIJ ST. JOSEPH'S CONVENT,62 SENGKANG EAST WAY CHIJ SAINT JOSEPH'S CONVENT SINGAPORE 548595,548595,SECONDARY,548595,1.3917809909999999,103.90257740000001
ST. JOSEPH'S INSTITUTION,38 MALCOLM ROAD SAINT JOSEPH'S INSTITUTION SINGAPORE 308274,308274,MIXED LEVEL,308274,1.323655609,103.82856650000001
ST. MARGARET'S SECONDARY SCHOOL,111 FARRER ROAD SAINT JOHN'S CHAPEL SINGAPORE 259240,259240,SECONDARY,259240,1.319774641,103.8096022
ST. PATRICK'S SCHOOL,490 EAST COAST ROAD SAINT PATRICK'S SCHOOL SINGAPORE 429058,429058,SECONDARY,429058,1.30801786,103.9174618
CHIJ ST. THERESA'S CONVENT,160 LOWER DELTA ROAD CHIJ SAINT THERESA'S CONVENT SINGAPORE 099138,099138,SECONDARY,099138,1.276029248,103.8223439
CHRIST CHURCH SECONDARY SCHOOL,20 WOODLANDS DRIVE 17 LIGHT OF CHRIST CHURCH WOODLANDS SINGAPORE 737924,737924,SECONDARY,737924,1.426539819,103.7929872
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),296 LORONG AH SOO PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY) SINGAPORE 536742,536742,SECONDARY,536742,1.3508051280000002,103.8855866
YUYING SECONDARY SCHOOL,47 HOUGANG AVENUE 1 YUYING SECONDARY SCHOOL SINGAPORE 538884,538884,SECONDARY,538884,1.356933603,103.89045759999999
KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL,10 BISHAN STREET 13 KUO CHUAN PRESBYTERIAN SECONDARY SCHOOL SINGAPORE 579795,579795,SECONDARY,579795,1.350109648,103.8548917
ST. HILDA'S SECONDARY SCHOOL,2 TAMPINES STREET 82 SAINT HILDA'S SECONDARY SCHOOL SINGAPORE 528986,528986,SECONDARY,528986,1.3503757669999998,103.9366547
METHODIST GIRLS' SCHOOL (SECONDARY),11 BLACKMORE DRIVE METHODIST GIRLS' SCHOOL SINGAPORE 599986,599986,SECONDARY,599986,1.33286306,103.78336340000001
HAI SING CATHOLIC SCHOOL,9 PASIR RIS DRIVE 6 HAI SING CATHOLIC SCHOOL SINGAPORE 519421,519421,SECONDARY,519421,1.3746382030000002,103.9547513
ANGLO-CHINESE SCHOOL (BARKER ROAD),60 BARKER ROAD ANGLO-CHINESE SCHOOL (BARKER ROAD) SINGAPORE 309919,309919,SECONDARY,309919,1.319450608,103.83569849999999
ANGLICAN HIGH SCHOOL,"600 UPPER CHANGI ROAD ALL SAINTS' CHURCH, SINGAPORE SINGAPORE 487012",487012,SECONDARY,487012,1.330624547,103.9410621
CATHOLIC HIGH SCHOOL,9 BISHAN STREET 22 CATHOLIC HIGH SCHOOL SINGAPORE 579767,579767,MIXED LEVEL,579767,1.3547888769999998,103.84493409999999
CHUNG CHENG HIGH SCHOOL (MAIN),50 GOODMAN ROAD CHUNG CHENG HIGH SCHOOL (MAIN) SINGAPORE 439012,439012,SECONDARY,439012,1.3053811309999999,103.8907366
CHUNG CHENG HIGH SCHOOL (YISHUN),11 YISHUN STREET 61 CHUNG CHENG HIGH SCHOOL (YISHUN) SINGAPORE 768547,768547,SECONDARY,768547,1.41874603,103.83731929999999
HOLY INNOCENTS' HIGH SCHOOL,1191 UPPER SERANGOON ROAD HOLY INNOCENTS' HIGH SCHOOL SINGAPORE 534786,534786,SECONDARY,534786,1.371215065,103.8960266
MARIS STELLA HIGH SCHOOL,25 BARTLEY ROAD THE LEARNING CAMPUS @ MARIS STELLA SINGAPORE 368051,368051,MIXED LEVEL,368051,1.342183956,103.8780965
NAN CHIAU HIGH SCHOOL,20 ANCHORVALE LINK NAN CHIAU HIGH SCHOOL SINGAPORE 545079,545079,SECONDARY,545079,1.388687442,103.8902862
NANYANG GIRLS' HIGH SCHOOL,2 LINDEN DRIVE NANYANG GIRLS' HIGH SCHOOL SINGAPORE 288683,288683,SECONDARY,288683,1.33068757,103.8023854
CHIJ ST. NICHOLAS GIRLS' SCHOOL,501 ANG MO KIO STREET 13 CHIJ SAINT NICHOLAS GIRLS' SCHOOL SINGAPORE 569405,569405,MIXED LEVEL,569405,1.3737296730000002,103.83430890000001
MARYMOUNT CONVENT SCHOOL,20 MARYMOUNT ROAD MARYMOUNT CONVENT SCHOOL SINGAPORE 297754,297754,PRIMARY,297754,1.340427023,103.839899
MANJUSRI SECONDARY SCHOOL,20 UBI AVENUE 1 MANJUSRI SECONDARY SCHOOL SINGAPORE 408940,408940,SECONDARY,408940,1.327520222,103.901811
PRESBYTERIAN HIGH SCHOOL,5209 ANG MO KIO AVENUE 6 TRUE GRACE PRESBYTERIAN CHURCH SINGAPORE 569845,569845,SECONDARY,569845,1.381804695,103.8424318
FAIRFIELD METHODIST SCHOOL (SECONDARY),102 DOVER ROAD HOLY COVENANT METHODIST CHURCH SINGAPORE 139649,139649,SECONDARY,139649,1.301837422,103.7843405
NGEE ANN SECONDARY SCHOOL,1 TAMPINES STREET 32 NGEE ANN SECONDARY SCHOOL SINGAPORE 529283,529283,SECONDARY,529283,1.354398239,103.9567447
SINGAPORE SPORTS SCHOOL,1 CHAMPIONS WAY SINGAPORE SPORTS SCHOOL SINGAPORE 737913,737913,MIXED LEVEL,737913,1.42641193,103.78943620000001
NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,20 CLEMENTI AVENUE 1 NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE SINGAPORE 129957,129957,MIXED LEVEL,129957,1.306620988,103.7694125
"SCHOOL OF THE ARTS, SINGAPORE",1 ZUBIR SAID DRIVE SOTA THEATRE & HALL SINGAPORE 227968,227968,MIXED LEVEL,227968,1.29935139,103.8486745
NORTHLIGHT SCHOOL,151 TOWNER ROAD NORTHLIGHT SCHOOL SINGAPORE 327830,327830,SECONDARY,327830,1.319828249,103.85632659999999
ASSUMPTION PATHWAY SCHOOL,30 CASHEW ROAD ASSUMPTION PATHWAY SCHOOL SINGAPORE 679697,679697,SECONDARY,679697,1.370478019,103.7667998
"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE","1 TECHNOLOGY DRIVE SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE SINGAPORE 138572",138572,SECONDARY,138572,1.313162786,103.7739541
CREST SECONDARY SCHOOL,561 JURONG EAST STREET 24 CREST SECONDARY SCHOOL SINGAPORE 609561,609561,SECONDARY,609561,1.3435550230000002,103.74254309999999
SPECTRA SECONDARY SCHOOL,1 WOODLANDS DRIVE 64 SPECTRA SECONDARY SCHOOL SINGAPORE 737758,737758,SECONDARY,737758,1.436438502,103.8044327
